Checkpoint Number,Player,Computer,Gap
1,1.357,0.632,1,3
2,1.549,0.918,1,3
3,1.942,1.273,1,3
4,3.12,2.825,0,3
5,3.22,2.974,0,3
6,4.33,4.58,0,3
7,4.527,4.982,0,3
8,4.697,5.248,-1,3
9,5.126,6.106,-1,3
10,5.31,6.47,-1,3
11,5.691,6.886,-1,3
12,5.912,7.09,-1,3
13,6.431,7.744,-1,3
14,8.931,8.071,1,3
15,11.341,8.399,3,3
16,12.417,9.894,3,3
17,12.627,10.126,3,3
18,13.472,11.378,2,3
19,13.709,11.701,2,3
20,13.9,11.97,2,3
21,14.739,13.11,2,3
22,14.971,13.459,2,3
23,15.285,14.064,1,3
24,15.422,14.31,1,3
25,16.679,16.293,0,3
26,16.89,16.529,0,3
27,17.644,17.496,0,3
28,17.859,17.87,0,3
29,18.295,18.256,0,3
30,21.53,19.201,2,3
31,N/A,19.341,N/A
