Checkpoint Number,Player,Computer,Gap
1,8.348,7.197,1,3
2,9.236,8.982,0,3
3,13.447,13.877,0,3
4,14.496,15.074,-1,3
5,15.376,15.975,-1,3
6,16.326,16.746,0,3
7,16.961,18.166,-1,3
8,18.166,18.884,-1,3
9,19.551,20.096,-1,3
10,20.826,21.076,0,3
11,22.158,22.611,0,3
12,22.41,22.822,0,3
13,23.091,23.556,0,3
14,24.583,25.509,-1,3
15,25.189,25.976,-1,3
16,25.56,26.326,-1,3
17,25.976,28.846,-3,3
18,28.016,29.67,-2,3
19,29.414,30.236,-1,3
20,29.467,31.763,-2,3
21,30.082,35.909,-6,3
22,34.342,37.645,-3,3
23,39.663,38.764,1,3
24,41.648,39.613,2,3
25,43.034,40.469,3,3
26,43.9,41.439,2,3
27,44.867,42.732,2,3
28,45.682,43.95,2,3
29,46.884,N/A,N/A
30,47.498,N/A,N/A
31,48.21,N/A,N/A
