Checkpoint Number,Player,Computer,Gap
1,5.754,4.929,1,3
2,5.898,5.255,1,3
3,6.053,5.796,0,3
4,6.292,6.032,0,3
5,6.393,6.172,0,3
6,8.039,7.834,0,3
7,8.134,7.929,0,3
8,9.66,9.607,0,3
9,9.903,9.921,0,3
10,10.152,10.189,0,3
11,10.277,10.352,0,3
12,10.708,10.483,0,3
13,10.951,10.893,0,3
14,11.279,11.279,0,3
15,11.519,11.597,0,3
16,11.634,11.763,0,3
17,11.726,12.005,0,3
18,11.968,12.157,0,3
19,12.099,12.438,0,3
20,12.531,12.901,0,3
21,12.901,13.053,0,3
22,13.015,13.471,0,3
23,13.341,13.566,0,3
24,13.416,13.852,0,3
25,13.452,15.04,-2,3
26,14.708,15.229,-1,3
27,14.929,15.308,0,3
28,15.059,16.473,-1,3
29,16.18,16.621,0,3
30,16.363,16.75,0,3
31,16.511,16.957,0,3
32,16.603,17.146,-1,3
33,16.713,17.268,-1,3
34,16.807,17.449,-1,3
35,17.07,17.691,-1,3
36,17.395,18.258,-1,3
37,17.984,18.389,0,3
38,18.148,18.747,-1,3
39,19.231,19.084,0,3
40,20.087,19.249,1,3
41,20.24,19.434,1,3
42,20.46,21.461,-1,3
43,22.164,21.646,1,3
44,23.589,21.718,2,3
45,23.698,22.661,1,3
46,24.623,22.916,2,3
47,24.844,23.259,2,3
48,25.255,23.644,2,3
49,25.526,24.055,1,3
50,25.727,25.137,1,3
51,26.645,25.311,1,3
52,26.943,N/A,N/A
