Checkpoint Number,Player,Computer,Gap
1,0.903,0.629,0,3
2,1.387,0.917,0,3
3,2.692,1.26,1,3
4,3.829,2.808,1,3
5,3.934,2.964,1,3
6,5.083,4.614,0,3
7,5.311,5.031,0,3
8,5.529,5.323,0,3
9,5.948,6.206,0,3
10,6.206,6.584,0,3
11,8.261,7.006,1,3
12,8.511,7.213,1,3
13,9.019,7.893,1,3
14,9.223,8.237,1,3
15,9.469,8.601,1,3
16,12.876,10.124,3,3
17,13.124,10.389,3,3
18,13.974,11.728,2,3
19,14.176,12.064,2,3
20,14.432,12.357,2,3
21,15.245,13.539,2,3
22,15.459,13.899,2,3
23,15.804,14.515,1,3
24,15.962,14.751,1,3
25,17.249,16.781,0,3
26,17.41,17.026,0,3
27,18.174,18.049,0,3
28,18.471,18.412,0,3
29,18.815,18.815,0,3
30,19.471,19.815,0,3
31,19.638,19.955,0,3
