Checkpoint Number,Player,Computer,Gap
1,0.967,0.431,1,3
2,1.104,0.646,0,3
3,1.36,0.988,0,3
4,1.569,1.22,0,3
5,2.058,1.36,1,3
6,3.655,3.251,0,3
7,3.727,3.367,0,3
8,5.304,5.268,0,3
9,5.557,5.557,0,3
10,5.779,5.779,0,3
11,5.933,5.958,0,3
12,6.256,6.2,0,3
13,6.495,6.513,0,3
14,6.785,6.858,0,3
15,7.048,7.176,0,3
16,7.269,7.342,0,3
17,7.452,7.452,0,3
18,7.672,7.727,0,3
19,7.929,7.874,0,3
20,8.424,8.314,0,3
21,8.788,8.77,0,3
22,8.875,8.949,0,3
23,9.213,9.372,0,3
24,9.293,9.464,0,3
25,9.555,9.871,0,3
26,10.69,11.189,0,3
27,10.905,11.463,-1,3
28,10.968,11.537,-1,3
29,12.074,12.861,-1,3
30,12.25,13.102,-1,3
31,12.398,13.263,-1,3
32,12.471,13.46,-1,3
33,12.668,13.677,-1,3
34,12.766,13.805,-1,3
35,13.155,14.119,-1,3
36,13.441,14.464,-1,3
37,14.042,15.202,-1,3
38,14.21,15.406,-1,3
39,14.392,15.703,-1,3
40,14.796,16.167,-1,3
41,14.924,16.328,-1,3
42,15.128,16.491,-1,3
43,16.857,18.039,-1,3
44,17.086,18.296,-1,3
45,17.161,18.385,-1,3
46,18.368,19.401,-1,3
47,18.567,19.662,-1,3
48,18.911,19.921,-1,3
49,19.162,20.259,-1,3
50,19.251,20.609,-1,3
51,20.165,21.681,-2,3
52,20.425,21.852,-1,3
