Checkpoint Number,Player,Computer,Gap
1,1.078,0.363,1,3
2,1.194,0.53,1,3
3,1.277,0.795,0,3
4,1.461,0.994,0,3
5,1.645,1.112,1,3
6,3.047,2.687,0,3
7,3.13,2.784,0,3
8,4.477,4.363,0,3
9,4.668,4.635,0,3
10,4.831,4.847,0,3
11,4.947,4.981,0,3
12,5.014,5.219,0,3
13,5.219,5.482,0,3
14,5.498,5.81,0,3
15,5.711,6.094,0,3
16,5.944,6.247,0,3
17,6.11,6.344,0,3
18,6.31,6.596,0,3
19,6.477,6.725,0,3
20,6.908,7.126,0,3
21,7.243,7.542,0,3
22,7.389,7.708,0,3
23,7.662,8.068,0,3
24,7.742,8.153,0,3
25,7.76,8.522,-1,3
26,8.789,9.708,-1,3
27,8.989,9.955,-1,3
28,9.042,10.025,-1,3
29,10.155,11.226,-1,3
30,10.304,11.428,-1,3
31,10.437,11.577,-1,3
32,10.554,11.763,-1,3
33,10.758,11.962,-1,3
34,10.993,12.079,-1,3
35,11.245,12.366,-1,3
36,11.526,12.685,-1,3
37,12.061,13.326,-1,3
38,12.214,13.508,-1,3
39,12.282,13.774,-1,3
40,12.629,14.176,-2,3
41,12.763,14.326,-2,3
42,12.829,14.476,-2,3
43,14.375,16.036,-2,3
44,14.576,16.284,-2,3
45,14.642,16.367,-2,3
46,15.606,17.335,-2,3
47,15.805,17.568,-2,3
48,16.066,17.804,-2,3
49,16.284,18.103,-2,3
50,16.383,18.421,-2,3
51,17.2,19.369,-2,3
52,17.436,19.516,-2,3
